city,country,latitude,longitude,timestamp_utc,aqi,pm25,pm10,no2,o3
Paris,France,48.8566,2.3522,2026-04-17 13:00:00+00:00,3.0,1.74,3.01,0.46,103.19
Toamasina,Madagascar,-18.1492,49.4023,2026-04-17 13:00:00+00:00,1.0,0.71,1.71,0.11,24.5
Antananarivo,Madagascar,-18.8792,47.5079,2026-04-17 14:00:00+00:00,1.0,3.25,4.54,0.32,32.36
Antsirabe,Madagascar,-19.8659,47.0333,2026-04-17 14:00:00+00:00,1.0,2.47,3.82,0.14,31.75
Buenos Aires,Argentina,-34.6037,-58.3816,2026-04-17 14:00:00+00:00,1.0,0.69,0.95,0.53,30.32
Fianarantsoa,Madagascar,-21.4527,47.0857,2026-04-17 14:00:00+00:00,1.0,2.18,3.05,0.23,33.67
London,England,51.5074,-0.1278,2026-04-17 14:00:00+00:00,2.0,9.91,15.56,8.57,87.72
Madrid,Spain,40.4168,-3.7038,2026-04-17 14:00:00+00:00,2.0,1.59,2.4,0.22,88.2
Mahajanga,Madagascar,-15.7167,46.3167,2026-04-17 14:00:00+00:00,1.0,1.71,2.25,0.1,19.28
Paris,France,48.8566,2.3522,2026-04-17 14:00:00+00:00,3.0,1.81,3.07,0.48,102.58
Toamasina,Madagascar,-18.1492,49.4023,2026-04-17 14:00:00+00:00,1.0,0.68,1.71,0.15,23.65
Antananarivo,Madagascar,-18.8792,47.5079,2026-04-17 15:00:00+00:00,1.0,3.44,4.97,0.57,29.59
Antsirabe,Madagascar,-19.8659,47.0333,2026-04-17 15:00:00+00:00,1.0,2.63,4.16,0.25,28.26
Buenos Aires,Argentina,-34.6037,-58.3816,2026-04-17 15:00:00+00:00,1.0,0.73,0.97,0.42,32.19
Fianarantsoa,Madagascar,-21.4527,47.0857,2026-04-17 15:00:00+00:00,1.0,2.27,3.2,0.4,30.72
London,England,51.5074,-0.1278,2026-04-17 15:00:00+00:00,2.0,10.15,15.76,9.13,92.4
Madrid,Spain,40.4168,-3.7038,2026-04-17 15:00:00+00:00,2.0,1.59,2.4,0.24,88.29
Mahajanga,Madagascar,-15.7167,46.3167,2026-04-17 15:00:00+00:00,1.0,1.74,2.21,0.12,17.17
Paris,France,48.8566,2.3522,2026-04-17 15:00:00+00:00,3.0,1.9,3.16,0.57,101.82
Toamasina,Madagascar,-18.1492,49.4023,2026-04-17 15:00:00+00:00,1.0,0.67,1.68,0.2,22.94
Antananarivo,Madagascar,-18.8792,47.5079,2026-04-17 16:00:00+00:00,1.0,3.84,5.97,0.86,25.9
Antsirabe,Madagascar,-19.8659,47.0333,2026-04-17 16:00:00+00:00,1.0,2.79,4.52,0.35,24.61
Buenos Aires,Argentina,-34.6037,-58.3816,2026-04-17 16:00:00+00:00,1.0,0.76,0.99,0.29,36.81
Fianarantsoa,Madagascar,-21.4527,47.0857,2026-04-17 16:00:00+00:00,1.0,2.34,3.34,0.52,27.77
London,England,51.5074,-0.1278,2026-04-17 16:00:00+00:00,2.0,9.82,15.49,10.23,95.47
Madrid,Spain,40.4168,-3.7038,2026-04-17 16:00:00+00:00,2.0,1.63,2.48,0.36,86.97
Mahajanga,Madagascar,-15.7167,46.3167,2026-04-17 16:00:00+00:00,1.0,1.76,2.18,0.15,15.42
Paris,France,48.8566,2.3522,2026-04-17 16:00:00+00:00,2.0,2.21,3.58,1.52,95.09
Toamasina,Madagascar,-18.1492,49.4023,2026-04-17 16:00:00+00:00,1.0,0.76,1.89,0.3,20.55
Antananarivo,Madagascar,-18.8792,47.5079,2026-04-17 17:00:00+00:00,1.0,4.65,7.78,1.19,22.07
Antsirabe,Madagascar,-19.8659,47.0333,2026-04-17 17:00:00+00:00,1.0,3.04,4.98,0.46,21.06
Buenos Aires,Argentina,-34.6037,-58.3816,2026-04-17 17:00:00+00:00,1.0,0.86,1.22,0.25,39.15
Fianarantsoa,Madagascar,-21.4527,47.0857,2026-04-17 17:00:00+00:00,1.0,2.43,3.52,0.61,25.26
London,England,51.5074,-0.1278,2026-04-17 17:00:00+00:00,2.0,9.06,14.84,12.36,95.66
Madrid,Spain,40.4168,-3.7038,2026-04-17 17:00:00+00:00,2.0,1.69,2.6,0.56,83.6
Mahajanga,Madagascar,-15.7167,46.3167,2026-04-17 17:00:00+00:00,1.0,1.8,2.22,0.17,13.66
Paris,France,48.8566,2.3522,2026-04-17 17:00:00+00:00,2.0,2.7,4.27,3.12,84.59
Toamasina,Madagascar,-18.1492,49.4023,2026-04-17 17:00:00+00:00,1.0,0.97,2.38,0.44,17.54
Antananarivo,Madagascar,-18.8792,47.5079,2026-04-17 18:00:00+00:00,1.0,5.53,9.55,1.43,19.05
Antsirabe,Madagascar,-19.8659,47.0333,2026-04-17 18:00:00+00:00,1.0,3.31,5.45,0.54,18.23
Buenos Aires,Argentina,-34.6037,-58.3816,2026-04-17 18:00:00+00:00,1.0,1.09,1.58,0.25,40.24
Fianarantsoa,Madagascar,-21.4527,47.0857,2026-04-17 18:00:00+00:00,1.0,2.53,3.69,0.64,23.38
London,England,51.5074,-0.1278,2026-04-17 18:00:00+00:00,2.0,8.23,13.99,15.7,93.12
Madrid,Spain,40.4168,-3.7038,2026-04-17 18:00:00+00:00,2.0,1.74,2.71,0.72,81.06
Mahajanga,Madagascar,-15.7167,46.3167,2026-04-17 18:00:00+00:00,1.0,1.84,2.26,0.19,12.29
Paris,France,48.8566,2.3522,2026-04-17 18:00:00+00:00,2.0,3.19,4.95,4.56,76.94
Toamasina,Madagascar,-18.1492,49.4023,2026-04-17 18:00:00+00:00,1.0,1.2,2.83,0.51,15.58
Antananarivo,Madagascar,-18.8792,47.5079,2026-04-17 19:00:00+00:00,1.0,6.33,11.07,1.67,17.13
Antsirabe,Madagascar,-19.8659,47.0333,2026-04-17 19:00:00+00:00,1.0,3.55,5.87,0.61,15.69
Buenos Aires,Argentina,-34.6037,-58.3816,2026-04-17 19:00:00+00:00,1.0,1.47,2.1,0.39,39.72
Fianarantsoa,Madagascar,-21.4527,47.0857,2026-04-17 19:00:00+00:00,1.0,2.56,3.75,0.65,21.54
London,England,51.5074,-0.1278,2026-04-17 19:00:00+00:00,2.0,7.71,13.37,18.82,89.59
Madrid,Spain,40.4168,-3.7038,2026-04-17 19:00:00+00:00,2.0,1.78,2.82,0.93,76.48
Mahajanga,Madagascar,-15.7167,46.3167,2026-04-17 19:00:00+00:00,1.0,1.87,2.28,0.21,11.44
Paris,France,48.8566,2.3522,2026-04-17 19:00:00+00:00,2.0,3.68,5.63,5.51,69.36
Toamasina,Madagascar,-18.1492,49.4023,2026-04-17 19:00:00+00:00,1.0,1.39,3.16,0.53,14.52
Antananarivo,Madagascar,-18.8792,47.5079,2026-04-17 20:00:00+00:00,1.0,6.92,12.03,1.91,16.19
Antsirabe,Madagascar,-19.8659,47.0333,2026-04-17 20:00:00+00:00,1.0,3.8,6.04,0.68,13.53
Buenos Aires,Argentina,-34.6037,-58.3816,2026-04-17 20:00:00+00:00,1.0,1.93,2.7,0.71,37.22
Fianarantsoa,Madagascar,-21.4527,47.0857,2026-04-17 20:00:00+00:00,1.0,2.58,3.79,0.67,20.06
London,England,51.5074,-0.1278,2026-04-17 20:00:00+00:00,2.0,7.54,13.08,19.4,86.75
Madrid,Spain,40.4168,-3.7038,2026-04-17 20:00:00+00:00,2.0,1.84,2.94,1.14,69.91
Mahajanga,Madagascar,-15.7167,46.3167,2026-04-17 20:00:00+00:00,1.0,1.9,2.3,0.22,10.93
Paris,France,48.8566,2.3522,2026-04-17 20:00:00+00:00,2.0,4.23,6.35,6.03,61.32
Toamasina,Madagascar,-18.1492,49.4023,2026-04-17 20:00:00+00:00,1.0,1.48,3.27,0.52,14.17
Antananarivo,Madagascar,-18.8792,47.5079,2026-04-17 21:00:00+00:00,1.0,7.08,11.96,2.02,15.58
Antsirabe,Madagascar,-19.8659,47.0333,2026-04-17 21:00:00+00:00,1.0,3.95,5.75,0.72,11.65
Buenos Aires,Argentina,-34.6037,-58.3816,2026-04-17 21:00:00+00:00,1.0,2.36,3.26,1.15,35.01
Fianarantsoa,Madagascar,-21.4527,47.0857,2026-04-17 21:00:00+00:00,1.0,2.55,3.7,0.68,18.73
London,England,51.5074,-0.1278,2026-04-17 21:00:00+00:00,2.0,7.38,12.78,19.65,85.36
Madrid,Spain,40.4168,-3.7038,2026-04-17 21:00:00+00:00,2.0,1.91,3.05,1.29,64.21
Mahajanga,Madagascar,-15.7167,46.3167,2026-04-17 21:00:00+00:00,1.0,1.91,2.3,0.23,11.12
Paris,France,48.8566,2.3522,2026-04-17 21:00:00+00:00,1.0,4.75,6.97,6.35,53.86
Toamasina,Madagascar,-18.1492,49.4023,2026-04-17 21:00:00+00:00,1.0,1.49,3.17,0.49,14.03
Antananarivo,Madagascar,-18.8792,47.5079,2026-04-17 22:00:00+00:00,1.0,7.1,11.63,2.03,15.06
Antsirabe,Madagascar,-19.8659,47.0333,2026-04-17 22:00:00+00:00,1.0,3.93,5.23,0.73,10.12
Buenos Aires,Argentina,-34.6037,-58.3816,2026-04-17 22:00:00+00:00,1.0,2.76,3.78,1.59,32.06
Fianarantsoa,Madagascar,-21.4527,47.0857,2026-04-17 22:00:00+00:00,1.0,2.44,3.44,0.68,17.1
London,England,51.5074,-0.1278,2026-04-17 22:00:00+00:00,2.0,7.22,12.4,19.38,84.94
Madrid,Spain,40.4168,-3.7038,2026-04-17 22:00:00+00:00,1.0,1.95,3.1,1.31,59.32
Mahajanga,Madagascar,-15.7167,46.3167,2026-04-17 22:00:00+00:00,1.0,1.9,2.29,0.22,11.65
Paris,France,48.8566,2.3522,2026-04-17 22:00:00+00:00,1.0,5.0,7.18,6.07,47.37
Toamasina,Madagascar,-18.1492,49.4023,2026-04-17 22:00:00+00:00,1.0,1.52,3.1,0.46,13.26
Antananarivo,Madagascar,-18.8792,47.5079,2026-04-17 23:00:00+00:00,1.0,7.19,11.43,2.01,14.67
Antsirabe,Madagascar,-19.8659,47.0333,2026-04-17 23:00:00+00:00,1.0,3.95,5.11,0.72,8.93
Buenos Aires,Argentina,-34.6037,-58.3816,2026-04-17 23:00:00+00:00,1.0,3.25,4.35,1.92,28.12
Fianarantsoa,Madagascar,-21.4527,47.0857,2026-04-17 23:00:00+00:00,1.0,2.3,3.17,0.68,15.63
London,England,51.5074,-0.1278,2026-04-17 23:00:00+00:00,2.0,6.71,11.62,18.26,86.14
Madrid,Spain,40.4168,-3.7038,2026-04-17 23:00:00+00:00,1.0,2.02,3.21,1.24,56.76
Mahajanga,Madagascar,-15.7167,46.3167,2026-04-17 23:00:00+00:00,1.0,1.91,2.31,0.23,10.85
Paris,France,48.8566,2.3522,2026-04-17 23:00:00+00:00,1.0,5.13,7.23,5.3,44.68
Toamasina,Madagascar,-18.1492,49.4023,2026-04-17 23:00:00+00:00,1.0,1.59,3.13,0.45,12.03
Antananarivo,Madagascar,-18.8792,47.5079,2026-04-18 00:00:00+00:00,1.0,7.2,11.19,1.93,14.12
Antsirabe,Madagascar,-19.8659,47.0333,2026-04-18 00:00:00+00:00,1.0,3.98,5.08,0.72,7.93
Buenos Aires,Argentina,-34.6037,-58.3816,2026-04-18 00:00:00+00:00,1.0,3.78,4.99,2.14,24.38
Fianarantsoa,Madagascar,-21.4527,47.0857,2026-04-18 00:00:00+00:00,1.0,2.16,2.96,0.67,14.81
London,England,51.5074,-0.1278,2026-04-18 00:00:00+00:00,2.0,5.55,9.91,15.84,88.87
Madrid,Spain,40.4168,-3.7038,2026-04-18 00:00:00+00:00,1.0,2.09,3.32,1.14,55.09
Mahajanga,Madagascar,-15.7167,46.3167,2026-04-18 00:00:00+00:00,1.0,1.91,2.35,0.24,10.35
Paris,France,48.8566,2.3522,2026-04-18 00:00:00+00:00,1.0,5.23,7.21,4.41,44.25
Toamasina,Madagascar,-18.1492,49.4023,2026-04-18 00:00:00+00:00,1.0,1.65,3.15,0.45,11.07
Antananarivo,Madagascar,-18.8792,47.5079,2026-04-18 01:00:00+00:00,1.0,7.12,10.76,1.74,12.75
Antsirabe,Madagascar,-19.8659,47.0333,2026-04-18 01:00:00+00:00,1.0,4.02,5.09,0.72,7.14
Buenos Aires,Argentina,-34.6037,-58.3816,2026-04-18 01:00:00+00:00,1.0,4.23,5.52,2.31,20.75
Fianarantsoa,Madagascar,-21.4527,47.0857,2026-04-18 01:00:00+00:00,1.0,2.04,2.75,0.64,15.12
London,England,51.5074,-0.1278,2026-04-18 01:00:00+00:00,2.0,3.95,7.24,11.62,92.87
Madrid,Spain,40.4168,-3.7038,2026-04-18 01:00:00+00:00,1.0,2.17,3.43,1.03,53.68
Mahajanga,Madagascar,-15.7167,46.3167,2026-04-18 01:00:00+00:00,1.0,1.91,2.39,0.25,10.1
Paris,France,48.8566,2.3522,2026-04-18 01:00:00+00:00,1.0,5.15,6.99,3.59,44.32
Toamasina,Madagascar,-18.1492,49.4023,2026-04-18 01:00:00+00:00,1.0,1.71,3.17,0.45,10.13
Antananarivo,Madagascar,-18.8792,47.5079,2026-04-18 02:00:00+00:00,1.0,7.09,10.49,1.61,11.69
Antsirabe,Madagascar,-19.8659,47.0333,2026-04-18 02:00:00+00:00,1.0,4.07,5.18,0.72,6.66
Buenos Aires,Argentina,-34.6037,-58.3816,2026-04-18 02:00:00+00:00,1.0,4.63,6.02,2.38,18.47
Fianarantsoa,Madagascar,-21.4527,47.0857,2026-04-18 02:00:00+00:00,1.0,1.98,2.63,0.62,14.83
London,England,51.5074,-0.1278,2026-04-18 02:00:00+00:00,2.0,3.0,5.29,9.22,92.67
Madrid,Spain,40.4168,-3.7038,2026-04-18 02:00:00+00:00,1.0,2.32,3.61,0.97,53.19
Mahajanga,Madagascar,-15.7167,46.3167,2026-04-18 02:00:00+00:00,1.0,1.91,2.43,0.25,9.88
Paris,France,48.8566,2.3522,2026-04-18 02:00:00+00:00,1.0,4.79,6.51,2.94,44.78
Toamasina,Madagascar,-18.1492,49.4023,2026-04-18 02:00:00+00:00,1.0,1.77,3.17,0.45,9.3
Antananarivo,Madagascar,-18.8792,47.5079,2026-04-18 03:00:00+00:00,1.0,7.14,10.48,1.55,11.21
Antsirabe,Madagascar,-19.8659,47.0333,2026-04-18 03:00:00+00:00,1.0,4.16,5.32,0.73,6.45
Buenos Aires,Argentina,-34.6037,-58.3816,2026-04-18 03:00:00+00:00,1.0,5.01,6.58,2.36,17.52
Fianarantsoa,Madagascar,-21.4527,47.0857,2026-04-18 03:00:00+00:00,1.0,1.94,2.55,0.63,14.71
London,England,51.5074,-0.1278,2026-04-18 03:00:00+00:00,2.0,2.4,4.14,7.91,90.78
Madrid,Spain,40.4168,-3.7038,2026-04-18 03:00:00+00:00,1.0,2.47,3.79,0.94,52.61
Mahajanga,Madagascar,-15.7167,46.3167,2026-04-18 03:00:00+00:00,1.0,1.91,2.48,0.26,9.8
Paris,France,48.8566,2.3522,2026-04-18 03:00:00+00:00,1.0,4.33,5.93,2.45,45.39
Toamasina,Madagascar,-18.1492,49.4023,2026-04-18 03:00:00+00:00,1.0,1.82,3.16,0.45,9.16
Antananarivo,Madagascar,-18.8792,47.5079,2026-04-18 04:00:00+00:00,1.0,7.23,11.02,1.46,11.16
Antsirabe,Madagascar,-19.8659,47.0333,2026-04-18 04:00:00+00:00,1.0,4.24,5.55,0.69,6.41
Buenos Aires,Argentina,-34.6037,-58.3816,2026-04-18 04:00:00+00:00,1.0,5.35,7.14,2.22,17.15
Fianarantsoa,Madagascar,-21.4527,47.0857,2026-04-18 04:00:00+00:00,1.0,1.94,2.59,0.63,14.76
London,England,51.5074,-0.1278,2026-04-18 04:00:00+00:00,2.0,2.05,3.67,7.2,88.27
Madrid,Spain,40.4168,-3.7038,2026-04-18 04:00:00+00:00,1.0,2.57,3.93,0.97,51.5
Mahajanga,Madagascar,-15.7167,46.3167,2026-04-18 04:00:00+00:00,1.0,1.91,2.55,0.24,9.67
Paris,France,48.8566,2.3522,2026-04-18 04:00:00+00:00,1.0,3.84,5.35,2.08,48.91
Toamasina,Madagascar,-18.1492,49.4023,2026-04-18 04:00:00+00:00,1.0,1.81,3.12,0.37,10.92
Antananarivo,Madagascar,-18.8792,47.5079,2026-04-18 05:00:00+00:00,1.0,7.37,11.72,0.97,13.43
Antsirabe,Madagascar,-19.8659,47.0333,2026-04-18 05:00:00+00:00,1.0,4.28,5.79,0.41,7.49
Buenos Aires,Argentina,-34.6037,-58.3816,2026-04-18 05:00:00+00:00,1.0,5.77,7.69,2.19,15.08
Fianarantsoa,Madagascar,-21.4527,47.0857,2026-04-18 05:00:00+00:00,1.0,1.96,2.7,0.47,15.62
London,England,51.5074,-0.1278,2026-04-18 05:00:00+00:00,2.0,1.91,3.72,7.23,85.3
Madrid,Spain,40.4168,-3.7038,2026-04-18 05:00:00+00:00,1.0,2.63,4.04,1.16,49.79
Mahajanga,Madagascar,-15.7167,46.3167,2026-04-18 05:00:00+00:00,1.0,1.89,2.63,0.14,9.85
Paris,France,48.8566,2.3522,2026-04-18 05:00:00+00:00,1.0,3.68,5.15,2.38,48.38
Toamasina,Madagascar,-18.1492,49.4023,2026-04-18 05:00:00+00:00,1.0,1.9,3.31,0.23,12.63
Antananarivo,Madagascar,-18.8792,47.5079,2026-04-18 06:00:00+00:00,1.0,7.93,12.44,0.66,20.9
Antsirabe,Madagascar,-19.8659,47.0333,2026-04-18 06:00:00+00:00,1.0,4.38,6.02,0.31,11.29
Buenos Aires,Argentina,-34.6037,-58.3816,2026-04-18 06:00:00+00:00,1.0,6.17,8.16,2.16,13.05
Fianarantsoa,Madagascar,-21.4527,47.0857,2026-04-18 06:00:00+00:00,1.0,2.09,2.9,0.3,18.99
London,England,51.5074,-0.1278,2026-04-18 06:00:00+00:00,2.0,1.88,4.01,7.61,82.48
Madrid,Spain,40.4168,-3.7038,2026-04-18 06:00:00+00:00,1.0,2.68,4.11,1.56,47.06
Mahajanga,Madagascar,-15.7167,46.3167,2026-04-18 06:00:00+00:00,1.0,1.86,2.7,0.11,11.84
Paris,France,48.8566,2.3522,2026-04-18 06:00:00+00:00,1.0,3.64,5.11,3.27,45.03
Toamasina,Madagascar,-18.1492,49.4023,2026-04-18 06:00:00+00:00,1.0,1.99,3.51,0.26,16.24
Antananarivo,Madagascar,-18.8792,47.5079,2026-04-18 07:00:00+00:00,1.0,3.98,5.82,0.17,36.51
Antsirabe,Madagascar,-19.8659,47.0333,2026-04-18 07:00:00+00:00,1.0,2.74,4.2,0.08,27.63
Buenos Aires,Argentina,-34.6037,-58.3816,2026-04-18 07:00:00+00:00,1.0,6.51,8.46,2.1,10.69
Fianarantsoa,Madagascar,-21.4527,47.0857,2026-04-18 07:00:00+00:00,1.0,2.06,3.12,0.09,31.09
London,England,51.5074,-0.1278,2026-04-18 07:00:00+00:00,2.0,1.92,4.33,8.34,79.58
Madrid,Spain,40.4168,-3.7038,2026-04-18 07:00:00+00:00,1.0,2.59,4.01,1.73,42.91
Mahajanga,Madagascar,-15.7167,46.3167,2026-04-18 07:00:00+00:00,1.0,1.34,2.05,0.06,28.7
Paris,France,48.8566,2.3522,2026-04-18 07:00:00+00:00,1.0,3.6,5.06,3.73,41.49
Toamasina,Madagascar,-18.1492,49.4023,2026-04-18 07:00:00+00:00,1.0,0.91,1.84,0.1,27.81
Antananarivo,Madagascar,-18.8792,47.5079,2026-04-18 08:00:00+00:00,1.0,3.59,5.05,0.12,37.72
Antsirabe,Madagascar,-19.8659,47.0333,2026-04-18 08:00:00+00:00,1.0,2.58,3.9,0.05,29.33
Buenos Aires,Argentina,-34.6037,-58.3816,2026-04-18 08:00:00+00:00,1.0,6.86,8.68,2.06,8.41
Fianarantsoa,Madagascar,-21.4527,47.0857,2026-04-18 08:00:00+00:00,1.0,2.01,3.07,0.06,32.0
London,England,51.5074,-0.1278,2026-04-18 08:00:00+00:00,2.0,1.99,4.67,8.4,78.13
Madrid,Spain,40.4168,-3.7038,2026-04-18 08:00:00+00:00,1.0,2.45,3.86,1.42,40.89
Mahajanga,Madagascar,-15.7167,46.3167,2026-04-18 08:00:00+00:00,1.0,1.18,1.75,0.05,29.36
Paris,France,48.8566,2.3522,2026-04-18 08:00:00+00:00,1.0,3.52,4.98,3.35,40.09
Toamasina,Madagascar,-18.1492,49.4023,2026-04-18 08:00:00+00:00,1.0,0.86,1.72,0.07,28.86
Antananarivo,Madagascar,-18.8792,47.5079,2026-04-18 09:00:00+00:00,1.0,3.68,5.03,0.12,37.6
Antsirabe,Madagascar,-19.8659,47.0333,2026-04-18 09:00:00+00:00,1.0,2.58,3.78,0.05,29.95
Buenos Aires,Argentina,-34.6037,-58.3816,2026-04-18 09:00:00+00:00,1.0,7.15,8.99,2.04,6.84
Fianarantsoa,Madagascar,-21.4527,47.0857,2026-04-18 09:00:00+00:00,1.0,2.07,3.11,0.06,31.58
London,England,51.5074,-0.1278,2026-04-18 09:00:00+00:00,2.0,2.1,4.98,7.86,77.88
Madrid,Spain,40.4168,-3.7038,2026-04-18 09:00:00+00:00,1.0,2.45,3.85,1.19,43.6
Mahajanga,Madagascar,-15.7167,46.3167,2026-04-18 09:00:00+00:00,1.0,1.22,1.75,0.04,28.83
Paris,France,48.8566,2.3522,2026-04-18 09:00:00+00:00,1.0,3.45,4.91,2.75,43.92
Toamasina,Madagascar,-18.1492,49.4023,2026-04-18 09:00:00+00:00,1.0,0.92,1.81,0.06,28.97
Antananarivo,Madagascar,-18.8792,47.5079,2026-04-18 10:00:00+00:00,1.0,3.67,4.83,0.12,37.82
Antsirabe,Madagascar,-19.8659,47.0333,2026-04-18 10:00:00+00:00,1.0,2.56,3.47,0.05,34.49
Buenos Aires,Argentina,-34.6037,-58.3816,2026-04-18 10:00:00+00:00,1.0,7.31,9.37,2.04,5.62
Fianarantsoa,Madagascar,-21.4527,47.0857,2026-04-18 10:00:00+00:00,1.0,2.12,3.1,0.05,32.64
London,England,51.5074,-0.1278,2026-04-18 10:00:00+00:00,2.0,2.47,5.45,7.16,79.27
Madrid,Spain,40.4168,-3.7038,2026-04-18 10:00:00+00:00,2.0,2.09,3.29,0.43,82.19
Mahajanga,Madagascar,-15.7167,46.3167,2026-04-18 10:00:00+00:00,1.0,1.25,1.71,0.04,28.34
Paris,France,48.8566,2.3522,2026-04-18 10:00:00+00:00,2.0,2.55,3.75,1.36,84.17
Toamasina,Madagascar,-18.1492,49.4023,2026-04-18 10:00:00+00:00,1.0,1.02,1.97,0.06,29.17
Antananarivo,Madagascar,-18.8792,47.5079,2026-04-18 11:00:00+00:00,1.0,3.69,4.73,0.13,37.16
Antsirabe,Madagascar,-19.8659,47.0333,2026-04-18 11:00:00+00:00,1.0,2.49,3.18,0.05,37.13
Buenos Aires,Argentina,-34.6037,-58.3816,2026-04-18 11:00:00+00:00,1.0,7.41,9.93,2.01,4.86
Fianarantsoa,Madagascar,-21.4527,47.0857,2026-04-18 11:00:00+00:00,1.0,2.1,2.99,0.05,33.58
London,England,51.5074,-0.1278,2026-04-18 11:00:00+00:00,2.0,2.98,5.87,6.64,81.55
Madrid,Spain,40.4168,-3.7038,2026-04-18 11:00:00+00:00,2.0,2.15,3.36,0.29,87.08
Mahajanga,Madagascar,-15.7167,46.3167,2026-04-18 11:00:00+00:00,1.0,1.25,1.65,0.05,27.93
Paris,France,48.8566,2.3522,2026-04-18 11:00:00+00:00,2.0,2.37,3.43,0.97,89.86
Toamasina,Madagascar,-18.1492,49.4023,2026-04-18 11:00:00+00:00,1.0,1.14,2.21,0.07,29.14
Antananarivo,Madagascar,-18.8792,47.5079,2026-04-18 12:00:00+00:00,1.0,3.68,4.64,0.15,36.25
Antsirabe,Madagascar,-19.8659,47.0333,2026-04-18 12:00:00+00:00,1.0,2.44,3.06,0.06,37.65
Buenos Aires,Argentina,-34.6037,-58.3816,2026-04-18 12:00:00+00:00,1.0,7.49,10.53,1.27,6.11
Fianarantsoa,Madagascar,-21.4527,47.0857,2026-04-18 12:00:00+00:00,1.0,2.1,2.95,0.05,33.68
London,England,51.5074,-0.1278,2026-04-18 12:00:00+00:00,2.0,3.37,6.07,6.18,84.16
Madrid,Spain,40.4168,-3.7038,2026-04-18 12:00:00+00:00,2.0,2.22,3.46,0.25,88.67
Mahajanga,Madagascar,-15.7167,46.3167,2026-04-18 12:00:00+00:00,1.0,1.28,1.65,0.05,27.81
Paris,France,48.8566,2.3522,2026-04-18 12:00:00+00:00,2.0,2.6,3.59,0.8,90.9
Toamasina,Madagascar,-18.1492,49.4023,2026-04-18 12:00:00+00:00,1.0,1.25,2.51,0.07,29.34
Antananarivo,Madagascar,-18.8792,47.5079,2026-04-18 13:00:00+00:00,1.0,3.8,4.93,0.27,32.22
Antsirabe,Madagascar,-19.8659,47.0333,2026-04-18 13:00:00+00:00,1.0,2.52,3.21,0.1,33.28
Buenos Aires,Argentina,-34.6037,-58.3816,2026-04-18 13:00:00+00:00,1.0,7.55,11.26,0.86,10.94
Fianarantsoa,Madagascar,-21.4527,47.0857,2026-04-18 13:00:00+00:00,1.0,2.18,3.04,0.09,30.9
London,England,51.5074,-0.1278,2026-04-18 13:00:00+00:00,2.0,3.65,6.15,5.97,87.5
Madrid,Spain,40.4168,-3.7038,2026-04-18 13:00:00+00:00,2.0,2.19,3.44,0.22,92.66
Mahajanga,Madagascar,-15.7167,46.3167,2026-04-18 13:00:00+00:00,1.0,1.34,1.72,0.08,22.91
Paris,France,48.8566,2.3522,2026-04-18 13:00:00+00:00,2.0,2.73,3.62,0.58,96.12
Toamasina,Madagascar,-18.1492,49.4023,2026-04-18 13:00:00+00:00,1.0,1.39,2.86,0.1,29.32
Antananarivo,Madagascar,-18.8792,47.5079,2026-04-18 14:00:00+00:00,1.0,4.23,5.73,0.48,27.4
Antsirabe,Madagascar,-19.8659,47.0333,2026-04-18 14:00:00+00:00,1.0,2.69,3.53,0.18,27.21
Buenos Aires,Argentina,-34.6037,-58.3816,2026-04-18 14:00:00+00:00,1.0,8.02,11.87,0.78,15.31
Fianarantsoa,Madagascar,-21.4527,47.0857,2026-04-18 14:00:00+00:00,1.0,2.32,3.23,0.19,26.74
London,England,51.5074,-0.1278,2026-04-18 14:00:00+00:00,2.0,3.82,6.16,5.97,90.69
Madrid,Spain,40.4168,-3.7038,2026-04-18 14:00:00+00:00,2.0,2.06,3.23,0.23,92.38
Mahajanga,Madagascar,-15.7167,46.3167,2026-04-18 14:00:00+00:00,1.0,1.42,1.83,0.11,17.66
Paris,France,48.8566,2.3522,2026-04-18 14:00:00+00:00,2.0,2.99,3.84,0.53,97.65
Toamasina,Madagascar,-18.1492,49.4023,2026-04-18 14:00:00+00:00,1.0,1.51,3.17,0.17,28.54
Antananarivo,Madagascar,-18.8792,47.5079,2026-04-18 15:00:00+00:00,1.0,4.71,6.66,0.82,23.67
Antsirabe,Madagascar,-19.8659,47.0333,2026-04-18 15:00:00+00:00,1.0,2.86,3.85,0.28,23.22
Buenos Aires,Argentina,-34.6037,-58.3816,2026-04-18 15:00:00+00:00,1.0,9.45,13.47,0.75,22.94
Fianarantsoa,Madagascar,-21.4527,47.0857,2026-04-18 15:00:00+00:00,1.0,2.44,3.42,0.33,23.83
London,England,51.5074,-0.1278,2026-04-18 15:00:00+00:00,2.0,3.35,5.56,6.04,93.88
Madrid,Spain,40.4168,-3.7038,2026-04-18 15:00:00+00:00,2.0,1.96,3.07,0.26,91.81
Mahajanga,Madagascar,-15.7167,46.3167,2026-04-18 15:00:00+00:00,1.0,1.51,1.95,0.18,15.32
Paris,France,48.8566,2.3522,2026-04-18 15:00:00+00:00,2.0,3.54,4.44,0.63,97.27
Toamasina,Madagascar,-18.1492,49.4023,2026-04-18 15:00:00+00:00,1.0,1.62,3.39,0.23,28.09
Antananarivo,Madagascar,-18.8792,47.5079,2026-04-18 16:00:00+00:00,1.0,5.16,7.73,1.08,20.39
